,ClimTrace_GMST_DecadalMean,ClimTrace_GMST_DecadalMean_1sigma,ClimTrace_GMST_DecadalDerivative,ClimTrace_GMST_DecadalDerivative_1sigma
1950,0.23373267449318932,0.05779247410524156,,
1951,0.23389686191642375,0.05182049865068179,,
1952,0.23406104933965816,0.054453214619268955,,
1953,0.23422523676289259,0.053117187245262806,,
1954,0.23438942418612702,0.05224008289171641,,
1955,0.2345536116093614,0.05006869586248114,,
1956,0.2347177990325958,0.04791884134734038,,
1957,0.23507404960657344,0.04598976741918738,,
1958,0.2356575562538389,0.04410993978392504,,
1959,0.23639719057399425,0.04248967450246306,,
1960,0.23718380070674971,0.04157106689939351,0.0018207041059738296,0.002370991905106614
1961,0.23798076464347365,0.040626010801550504,0.002292935935506037,0.0023550892711383287
1962,0.239076847728382,0.03934853004105576,0.0029090308946243502,0.0023152568262882903
1963,0.2408322452224541,0.038528499383312195,0.0035200038145636603,0.0022947144632956577
1964,0.24345267224491587,0.03817981200077314,0.004194005179846711,0.0022774313604291413
1965,0.24711021423275029,0.03753396253345927,0.004924967524896261,0.0022894860807683957
1966,0.2518371849567923,0.037150331577035546,0.005706509077566498,0.002334860400681414
1967,0.2576382309024982,0.03749907058558279,0.006531958510999992,0.002423848479154554
1968,0.2644735543968003,0.038071473800342565,0.007393940546285324,0.00255856631752906
1969,0.272376970715994,0.03889455840449506,0.008282912723881094,0.002734055012933089
1970,0.2813834660762951,0.04004498929503327,0.009185952651133469,0.0029106937907734205
1971,0.2915298088931215,0.04077063376021194,0.010087130579121473,0.0030548942911283396
1972,0.30246356240337346,0.041212984027174104,0.01096915582390247,0.0031487792118391556
1973,0.3143412482653225,0.041285577898331684,0.01181590715870075,0.0032013952706773756
1974,0.32687746119305816,0.041123756626560246,0.012615058834181778,0.003216388356301983
1975,0.340123406791054,0.041085462081490574,0.013358685870868876,0.0032215375062387454
1976,0.3542189130726181,0.04113788789437178,0.014041340000580915,0.0032319302682704255
1977,0.3693198714433017,0.04094572867396442,0.014658211612941346,0.003246624798815101
1978,0.38531184448695416,0.04086837320638637,0.015203978054962472,0.0032587846316344004
1979,0.4021768704636942,0.04072041803856521,0.01567250490056219,0.0032661742618164827
1980,0.4196130251121445,0.04067726307911456,0.016058450992339067,0.003262214991209462
1981,0.437241561072247,0.04058915214403423,0.01636029597299506,0.0032498930897298466
1982,0.45473081413965416,0.04089712796353874,0.016582270524651114,0.0032358754384042713
1983,0.47203146626669873,0.04080980416614492,0.016733849067603324,0.0031978304987178583
1984,0.4892593579315972,0.040501057153782695,0.01682794977541279,0.003137324173815473
1985,0.5067851015541713,0.03967384333087222,0.016878255259112303,0.0030557397209862703
1986,0.5247139904268215,0.0390027850619923,0.016896732724903885,0.0029637774518693196
1987,0.5426813864924412,0.038307570867802086,0.016892111014105003,0.00287312272884852
1988,0.5599465049146239,0.03775010310781813,0.016869836481851672,0.0027880747340107777
1989,0.5764793219298485,0.03719518720242438,0.01683309378325018,0.0026963163960670757
1990,0.592161153136578,0.036517710578701595,0.016784681807626607,0.0025943159669082542
1991,0.6072761234325836,0.03574390784441986,0.016728925084148062,0.0024832720178003843
1992,0.6225006847724447,0.03478023584161788,0.016672924808826137,0.002362977240619272
1993,0.6383137219543296,0.03380543800337381,0.016627322405390416,0.002257357713457747
1994,0.6551579228889327,0.033101931654292184,0.016606332808653194,0.002178802191362579
1995,0.6728396070248343,0.03266042887181681,0.016625946941962105,0.0021315074716481866
1996,0.6908089896098726,0.03232547511429661,0.016699750493000536,0.0021034173968937724
1997,0.7083988721270603,0.031969268122160374,0.01683482864180009,0.002072231575477841
1998,0.7253914999077763,0.03170289959931163,0.01703038780127709,0.0020380544252405815
1999,0.7416827700419042,0.031294365155348156,0.01727827704986276,0.0019977847170853267
2000,0.757292508396421,0.030921736726579618,0.017566309144017588,0.0019598007678538892
2001,0.7727369735651656,0.030613090118228204,0.01788376357369023,0.001927585820281579
2002,0.7885867721629842,0.03051434075807658,0.01822588239644294,0.001909762704226281
2003,0.8054753360928363,0.030452217002236038,0.01859475615437079,0.0019059010033751135
2004,0.8236297695151098,0.03072898796949993,0.018996947895862454,0.0019334885979699317
2005,0.8430265462190754,0.0313210846116402,0.019438489335011765,0.0019959296440853038
2006,0.8635304297520644,0.03207952596457645,0.01992041475547384,0.002081544486178797
2007,0.8849204380842574,0.03276563284104519,0.020436681398188418,0.0021681557195828037
2008,0.9066052124479518,0.0334014016645766,0.020973741277028668,0.002247646424606122
2009,0.9280840819535342,0.03386137019433673,0.021512800998023433,0.0023040441917247982
2010,0.9496105759816755,0.034216249531160994,0.02203420632793062,0.0023372769040820047
2011,0.971423051367941,0.03454783805866878,0.02252143865643841,0.0023626551618249744
2012,0.9939618656998018,0.035051420377514506,0.02296432467754013,0.0023858183691286643
2013,1.0173544341626015,0.03567268990581902,0.02336700980578853,0.0024105087116406258
2014,1.040906826716828,0.03567296574810968,0.02373777530266442,0.002452348577591532
2015,1.064819447080649,0.03567710312654426,0.02408746542497736,0.002515047988931023
2016,1.0890769644718363,0.03569502622484775,0.024427569357397597,0.0025913065017391375
2017,1.113674585795444,0.03574323604938927,0.02476767328981783,0.002694342438809209
2018,1.1386123110514719,0.03584467740536313,0.025107777222238063,0.0028209049639534444
2019,1.16389014023992,0.036028409322786746,0.025447881154658295,0.002969729980124691
2020,1.189496682039034,0.036328953233869365,0.025765202443569866,0.0031373020108441453
2021,1.2153894234572615,0.036785196693329476,0.02602028039288504,0.0033201615702128477
2022,1.2414947298332517,0.037438780205293724,0.026190332359095157,0.0035159242014107714
2023,1.2677275751838994,0.03833200093866711,0.026275358342200215,0.0037225548109450185
2024,1.294014324847854,0.0395054156776417,0.026298140985708877,0.003938343159704349
2025,1.3203124658335628,0.040995467756002504,0.026298140985708877,0.004161865033775888
2026,1.3466106068192716,0.04283252903016412,0.026298140985708877,0.004391939829712938
2027,1.3729087478049804,0.0450396870809273,0.026298140985708877,0.00462759025508392
2028,1.3992068887906892,0.047632429630670964,0.026298140985708877,0.0048680066621516254
2029,1.425505029776398,0.05061915700127946,0.026298140985708877,0.00511251673339401
2030,1.4518031707621069,0.05400228269995046,0.026298140985708877,0.0053605603278380435
2031,1.4781013117478157,0.05777961695454429,0.026298140985708877,0.005611668905078477
2032,1.5043994527335245,0.06194576267963095,0.026298140985708877,0.005865448828924725
2033,1.5306975937192333,0.06649334296484716,0.026298140985708877,0.006121567872850909
2034,1.5569957347049421,0.07141397537754293,0.026298140985708877,0.006379744326521444
2035,1.583293875690651,0.07669898179937792,0.026298140985708877,0.0066397381962183515
2036,1.6095920166763598,0.0823398652238355,0.026298140985708877,0.006901344082824411
2037,1.6358901576620686,0.0883286020934568,0.026298140985708877,0.007164385401234798
2038,1.6621882986477774,0.09465779968528458,0.026298140985708877,0.007428709672479688
2039,1.6884864396334862,0.1013207610175072,0.026298140985708877,0.007694184674885082
2040,1.714784580619195,0.10831149022493408,0.026298140985708877,0.007960695284782344
